,station_id,station_name,lat,lon,jan_count,feb_count,mar_count,apr_count,may_count,jun_count,jul_count,aug_count,sep_count,oct_count,nov_count,dec_count
250,4596.09,Lawrence St & Willoughby St,40.69236178,-73.98631746,0,0,0,0,1,0,0,0,0,0,0,0
251,5348.02,Wythe Ave & Metropolitan Ave,40.735353589,-74.046973348,0,0,0,0,2,0,0,0,0,0,0,0
252,5276.04,S 2 St & Kent Ave,40.714731,-73.966612,0,0,0,0,2,0,0,0,1,0,0,0
253,7886.02,12 Ave & W 125 St,40.818299,-73.960405,0,0,0,0,1,0,0,0,0,0,0,0
254,4936.21,Main St & Plymouth St,40.70378167354831,-73.99073392152786,0,0,0,0,2,1,0,0,0,0,0,0
255,7340.06,Riverside Dr & W 78 St,40.78414472,-73.98362492,0,0,0,0,1,0,0,0,0,0,0,0
256,6560.14,W 40 St & 7 Ave,40.754818,-73.988154,0,0,0,0,1,0,0,0,0,0,0,1
257,6072.06,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,0,0,0,0,2,0,0,1,0,1,0,0
258,5712.03,Cooper Square & Astor Pl,40.735353589,-74.046973348,0,0,0,0,2,0,0,0,0,0,0,0
259,6717.06,9 Ave & W 45 St,40.735353589,-74.046973348,0,0,0,0,2,0,1,0,0,0,0,0
260,6747.07,8 Ave & W 49 St,40.735353589,-74.046973348,0,0,0,0,2,4,0,0,2,0,0,0
261,5584.04,E 6 St & Avenue B,40.72453734,-73.98185424,0,0,0,0,2,0,1,0,0,0,0,0
262,5763.03,Carmine St & 6 Ave,40.73038599,-74.00214988,0,0,0,0,4,1,2,0,1,1,0,0
263,6322.01,E 33 St & 5 Ave,40.74765947,-73.98490707,0,0,0,0,1,0,0,0,0,0,0,0
264,6072.11,8 Ave & W 16 St,40.740983,-74.001702,0,0,0,0,2,1,0,1,1,1,0,0
265,4550.05,Central Ave & Covert St,40.735353589,-74.046973348,0,0,0,0,2,0,0,0,0,0,0,0
266,6756.05,W 44 St & 11 Ave,40.735353589,-74.046973348,0,0,0,0,4,2,1,0,0,0,0,0
267,5414.07,Delancey St & Eldridge St,40.735353589,-74.046973348,0,0,0,0,2,0,0,0,0,0,0,0
268,4987.06,White St & Moore St,40.704508,-73.9351,0,0,0,0,2,0,0,0,0,0,0,0
269,4645.09,Hicks St & Montague St,40.69512845,-73.99595065,0,0,0,0,1,0,0,0,0,0,0,0
270,6593.15,6 Ave & W 45 St,40.756951,-73.982631,0,0,0,0,1,0,0,0,0,0,0,0
271,5847.01,Christopher St & Greenwich St,40.73291553,-74.00711384,0,0,0,0,1,2,5,0,0,0,0,1
272,5755.01,Washington Pl & Broadway,40.72903917,-73.99404649,0,0,0,0,2,0,0,0,0,0,0,0
273,5267.08,Grand St & Havemeyer St,40.735353589,-74.046973348,0,0,0,0,2,0,0,0,0,0,0,0
274,4380.08,Henry St & Degraw St,40.6847514,-73.99917254,0,0,0,0,2,0,0,0,0,0,0,0
275,6464.09,E 44 St & Lexington Ave,40.752643,-73.974996,0,0,0,0,1,0,0,0,1,0,0,0
276,5886.13,E 20 St & FDR Dr,40.735353589,-74.046973348,0,0,0,0,4,0,0,0,0,0,0,0
277,5838.09,Washington Pl & 6 Ave,40.73224119,-74.00026394,0,0,0,0,2,0,0,0,0,0,1,0
278,5156.05,S 4 St & Rodney St,40.70934,-73.95608,0,0,0,0,1,0,0,0,0,0,0,0
279,5847.06,W 10 St & Washington St,40.73342399437081,-74.00851495563984,0,0,0,0,1,0,0,0,0,1,0,0
280,6098.10,Broadway & E 21 St,40.73988840858996,-73.98958593606949,0,0,0,0,2,0,2,2,0,0,0,0
281,5980.07,E 17 St & Broadway,40.73704984,-73.99009296,0,0,0,0,2,1,1,5,1,0,1,0
282,6004.06,E 27 St & 1 Ave,40.735353589,-74.046973348,0,0,0,0,2,0,0,0,0,0,0,0
283,5613.04,Kingsland Ave & Nassau Ave,40.735353589,-74.046973348,0,0,0,0,2,0,0,0,0,0,0,0
284,4531.05,Henry St & Atlantic Ave,40.69089272,-73.99612349,0,0,0,0,2,0,0,0,0,0,0,0
285,5500.02,Grand St & Greene St,40.72170005235607,-74.00238141417502,0,0,0,0,1,1,0,0,0,0,0,0
286,5779.08,1 Ave & E 16 St,40.73221853,-73.98165557,0,0,0,0,1,0,0,0,0,0,0,0
287,5509.02,Washington St & Laight St,40.72231,-74.0106,0,0,0,0,1,1,2,8,2,7,2,0
288,6541.03,E 48 St & 3 Ave,40.7546011026,-73.971878855,0,0,0,0,1,0,1,0,4,0,0,0
289,7745.07,W 120 St & Claremont Ave,40.8109494,-73.9634,0,0,0,0,1,0,0,0,0,0,0,0
290,4665.02,Willoughby Ave & Tompkins Ave,40.69425403,-73.94626915,0,0,0,0,2,0,0,0,0,1,0,0
291,4368.05,Monroe St & Bedford Ave,40.735353589,-74.046973348,0,0,0,0,2,0,0,0,0,0,0,0
292,6197.08,E 33 St & 1 Ave,40.74322681432173,-73.97449783980846,0,0,0,0,1,0,1,0,0,0,0,2
293,8226.07,W 168th S & Fort Washington Ave,40.84210236102173,-73.9422395825386,0,0,0,0,1,0,0,0,0,0,0,0
294,6860.12,E 65 St & 2 Ave,40.76471851944339,-73.96222069859505,0,0,0,0,0,1,0,0,0,0,0,0
295,5820.08,E 13 St & 2 Ave,40.71433115,-74.03313255,0,0,0,0,0,2,0,0,0,2,0,0
296,5626.13,St Marks Pl & 1 Ave,40.72779126,-73.98564945,0,0,0,0,0,2,0,0,0,0,0,0
297,5721.01,Sullivan St & Washington Sq,40.73771905,-74.06712138333333,0,0,0,0,0,2,0,0,0,0,0,0
298,6795.01,W 46 St & 11 Ave,40.76341379,-73.99667444,0,0,0,0,0,1,0,0,0,0,0,0
299,5602.06,Greene St & Prince St,40.719274633333335,-74.04311011666667,0,0,0,0,0,2,0,0,0,0,0,0
300,5195.06,S 4 St & Roebling St,40.710709,-73.959724,0,0,0,0,0,2,2,0,0,0,0,0
301,7049.04,E 82 St & East End Ave,40.73771905,-74.06712138333333,0,0,0,0,0,2,0,0,0,0,0,0
302,7212.05,E 85 St & 3 Ave,40.77801203,-73.95407149,0,0,0,0,0,2,0,0,0,0,0,0
303,5198.04,Market St & Cherry St,40.719274633333335,-74.04311011666667,0,0,0,0,0,2,0,0,0,0,0,0
304,5270.08,Division St & Bowery,40.714193,-73.996732,0,0,0,0,0,2,0,0,0,0,0,0
305,5329.08,Murray St & West St,40.71503,-74.01246,0,0,0,0,0,3,1,1,0,3,0,0
306,6747.06,W 49 St & 8 Ave,40.78096506666667,-74.01874861666667,0,0,0,0,0,1,0,0,0,0,0,0
307,6425.04,11 Ave & W 27 St,40.751396,-74.005226,0,0,0,0,0,1,0,0,0,1,0,0
308,7100.07,5 Ave & E 72 St,40.77282817,-73.96685276,0,0,0,0,0,2,1,0,1,0,0,0
309,5955.12,Perry St & Greenwich Ave,40.719274633333335,-74.04311011666667,0,0,0,0,0,2,0,1,0,0,0,2
310,6560.01,Broadway & W 41 St,40.719274633333335,-74.04311011666667,0,0,0,0,0,2,1,1,0,0,0,0
311,6551.11,E 43 St & Madison Ave,40.73771905,-74.06712138333333,0,0,0,0,0,3,1,2,2,3,1,0
312,6432.11,E 40 St & Park Ave,40.750756,-73.978326,0,0,0,0,0,3,1,1,0,0,0,16
313,6560.15,Broadway & W 38 St,40.763495633333335,-74.01484118333333,0,0,0,0,0,1,0,0,0,1,0,0
314,7180.02,E 84 St & 1 Ave,40.77565541,-73.95068615,0,0,0,0,0,2,0,0,0,0,0,0
315,7235.13,E 88 St & 1 Ave,40.73771905,-74.06712138333333,0,0,0,0,0,2,0,0,0,0,0,0
316,7443.01,Madison Ave & E 99 St,40.73771905,-74.06712138333333,0,0,0,0,0,2,0,0,0,0,0,0
317,6925.09,2 Ave & E 72 St,40.7687620293096,-73.95840793848038,0,0,0,0,0,2,0,0,0,0,0,0
318,6753.08,1 Ave & E 62 St,40.7612274,-73.96094022,0,0,0,0,0,2,0,0,0,0,0,0
319,8254.01,W 170 St & University Ave,40.8639433,-73.9411734,0,0,0,0,0,1,0,0,0,0,0,0
320,6617.09,E 53 St & Lexington Ave,40.75828065,-73.97069431,0,0,0,0,0,2,0,0,0,0,0,0
321,4850.04,Tompkins Ave & Hopkins St,40.71433115,-74.03313255,0,0,0,0,0,2,0,0,0,0,0,0
322,4617.01,Lewis Ave & Kosciuszko St,40.69237074,-73.93705428,0,0,0,0,0,2,0,0,0,0,0,0
323,6847.02,Broadway & W 56 St,40.736344814,-74.029074669,0,0,0,0,0,13,0,1,0,0,0,2
324,7079.06,Central Park West & W 68 St,40.7734066,-73.97782542,0,0,0,0,0,1,0,0,0,1,0,0
325,8583.02,Sherman Ave & Thayer St,40.863124,-73.926994,0,0,0,0,0,1,0,0,0,0,0,0
326,7634.01,W 106 St & Amsterdam Ave,40.8008363,-73.9664492472,0,0,0,0,0,1,0,0,0,0,0,0
327,5351.03,Bayard St & Baxter St,40.71602118,-73.99974372,0,0,0,0,0,1,0,0,0,0,1,0
328,6339.06,W 25 St & 9 Ave,40.74783260583772,-74.0005722643582,0,0,0,0,0,1,0,0,0,0,0,0
329,6429.01,Queens Plaza North & Crescent St,40.75110165,-73.94073717,0,0,0,0,0,2,0,0,0,1,0,0
330,5610.09,6 Ave & Broome St,40.72431,-74.00473,0,0,0,0,0,2,1,1,0,3,0,1
331,6679.11,35 St & 34 Ave,40.73771905,-74.06712138333333,0,0,0,0,0,2,0,0,0,0,0,0
332,7132.08,27 Ave & 3 St,40.77485,-73.9342,0,0,0,0,0,1,0,0,0,0,0,0
333,5553.10,E 2 St & Avenue A,40.72307749068673,-73.98583620786667,0,0,0,0,0,2,0,0,0,0,0,0
334,5616.01,E 9 St & Avenue C,40.758944983333336,-74.0153526,0,0,0,0,0,2,0,0,0,0,0,0
335,6948.10,Broadway & W 58 St,40.758944983333336,-74.0153526,0,0,0,0,0,2,0,0,2,0,0,1
336,5659.05,E 10 St & Avenue A,40.72740794,-73.98142006,0,0,0,0,0,1,0,0,0,0,0,0
337,5769.06,Ave C & E 16 St,40.72984830346529,-73.97455215454102,0,0,0,0,0,1,0,0,0,0,0,0
338,5755.14,University Pl & E 8 St,40.73143724085228,-73.99490341544151,0,0,0,0,0,1,0,0,0,0,0,0
339,5294.04,Henry St & Grand St,40.75035571666667,-74.06811701666666,0,0,0,0,0,2,0,0,0,0,0,0
340,5374.01,Norfolk St & Broome St,40.7172274,-73.98802084,0,0,0,0,0,2,0,1,1,0,0,0
341,4663.06,Putnam Ave & Knickerbocker Ave,40.719274633333335,-74.04311011666667,0,0,0,0,0,2,0,0,0,0,0,0
342,6779.05,Broadway & W 53 St,40.75007196666667,-74.01744501666667,0,0,0,0,0,1,0,0,2,0,0,0
343,6659.03,E 53 St & Madison Ave,40.7597108,-73.97402311,0,0,0,0,0,1,1,0,0,1,1,2
344,8057.02,Grand Concourse & E 164 St,40.829608,-73.921461,0,0,0,0,0,1,0,0,0,0,0,0
345,5216.04,Barclay St & Church St,40.71291224,-74.01020234,0,0,0,0,0,2,0,1,1,0,1,0
346,5045.05,Division Ave & Hooper St,40.719274633333335,-74.04311011666667,0,0,0,0,0,1,0,0,0,0,0,0
347,7372.10,5 Ave & E 93 St,40.7857851,-73.957481,0,0,0,0,0,1,0,0,0,0,0,0
348,5436.09,Avenue D & E 3 St,40.72082834,-73.97793172,0,0,0,0,0,2,0,0,1,0,0,0
349,4519.02,Greene Ave & Nostrand Ave,40.6883337,-73.950916,0,0,0,0,0,1,0,0,0,0,1,0
350,7365.08,E 97 St & 3 Ave,40.73771905,-74.06712138333333,0,0,0,0,0,2,0,0,0,0,0,0
351,6046.02,E 25 St & 2 Ave,40.73771905,-74.06712138333333,0,0,0,0,0,2,0,0,0,0,0,0
352,5128.04,Catherine St & Monroe St,40.71117444,-73.99682619,0,0,0,0,0,2,2,0,0,0,0,0
353,5575.13,Avenue D & E 10 St,40.72506551015475,-73.97515833377838,0,0,0,0,0,2,0,0,0,0,0,0
354,7116.04,W 67 St & Broadway,40.77492513,-73.98266566,0,0,0,0,0,1,0,2,0,0,0,0
355,6389.09,E 39 St & Lexington Ave,40.7494985460252,-73.97729203113158,0,0,0,0,0,1,0,1,0,1,0,1
356,6816.07,8 Ave & W 52 St,40.8028376,-73.99727856666667,0,0,0,0,0,1,0,0,0,0,0,0
357,6450.12,8 Ave & W 33 St,40.751551,-73.993934,0,0,0,0,0,1,1,2,0,0,0,0
358,5073.07,Greenwich St & Rector St,40.70806582380646,-74.0135595202446,0,0,0,0,0,1,1,1,2,0,1,0
359,7432.09,W 89 St & Columbus Ave,40.73771905,-74.06712138333333,0,0,0,0,0,1,1,0,0,0,0,0
360,4651.02,Clinton Ave & Myrtle Ave,40.693261,-73.968896,0,0,0,0,0,1,0,0,0,0,0,2
361,SYS038,Morgan Loading Docks,40.709306335794274,-73.93117547035216,0,0,0,0,0,1,0,0,0,0,0,0
362,8226.06,Broadway & W 168 St,40.758944983333336,-74.0153526,0,0,0,0,0,4,0,0,0,1,1,0
363,8262.07,W 171 St & St. Nicholas Ave,40.758944983333336,-74.0153526,0,0,0,0,0,1,0,0,0,0,0,0
364,5922.04,Greenwich St & Perry St,40.73498,-74.00697,0,0,0,0,0,2,0,2,0,0,1,0
365,6182.02,W 20 St & 7 Ave,40.74238787,-73.99726235,0,0,0,0,0,1,0,0,0,0,0,0
366,4812.04,Sands St Gate,40.699569,-73.979827,0,0,0,0,0,2,0,0,2,0,0,0
367,5971.08,E 20 St & 2 Ave,40.73587678,-73.98205027,0,0,0,0,0,0,1,0,0,0,0,0
368,6960.10,3 Ave & E 71 St,40.76873687,-73.96119945,0,0,0,0,0,0,1,1,0,2,0,0
369,6364.10,6 Ave & W 34 St,40.71599065,-74.06153856666667,0,0,0,0,0,0,2,0,0,0,0,0
370,6230.04,FDR Drive & E 35 St,40.744219,-73.97121214,0,0,0,0,0,0,1,0,0,0,0,0
371,6098.02,W 20 St & 5 Ave,40.73972989238724,-73.99103969335556,0,0,0,0,0,0,1,0,0,0,0,2
372,6569.09,W 35 St & 9 Ave,40.75414519263519,-73.9960889518261,0,0,0,0,0,0,1,0,0,0,0,0
373,7646.04,W 110 St & Amsterdam Ave,40.802692,-73.96295,0,0,0,0,0,0,1,0,0,0,0,0
374,5797.01,MacDougal St & Washington Sq,40.73226398,-73.99852205,0,0,0,0,0,0,1,0,0,0,0,0
375,6700.01,W 52 St & 5 Ave,40.75992262,-73.97648516,0,0,0,0,0,0,1,8,2,7,0,0
376,5114.08,South End Ave & Albany St,40.709957,-74.016538,0,0,0,0,0,0,3,0,0,1,2,0
377,5351.07,Walker St & Baxter St,40.717411,-73.999573,0,0,0,0,0,0,2,0,0,0,1,1
378,7175.05,Columbus Ave & W 72 St,40.7770575,-73.97898475,0,0,0,0,0,0,1,1,0,0,0,0
379,7123.04,W 64 St & Thelonious Monk Circle,40.76129006666667,-74.0161544,0,0,0,0,0,0,1,0,0,0,0,0
380,6732.01,E 56 St & Madison Ave,40.761573,-73.972628,0,0,0,0,0,0,1,0,0,0,1,0
381,4962.08,Broad St & Bridge St,40.70365182,-74.01167797,0,0,0,0,0,0,1,0,1,0,0,0
382,5117.05,Stagg St & Union Ave,40.70877084,-73.95095259,0,0,0,0,0,0,2,2,0,0,0,0
383,8041.07,E 161 St & River Ave,40.827883,-73.927111,0,0,0,0,0,0,1,0,0,0,0,0
384,5190.09,Clinton St & Cherry St,40.711471394469264,-73.98672603070736,0,0,0,0,0,0,1,0,0,0,0,0
385,6700.14,W 51 St & Rockefeller Plaza,40.73700185,-74.03042316666667,0,0,0,0,0,0,1,0,0,0,0,0
386,6726.01,11 Ave & W 41 St,40.76030096,-73.99884222,0,0,0,0,0,0,1,0,0,0,0,0
387,7144.02,31 St & Ditmars Blvd,40.776168,-73.910485,0,0,0,0,0,0,1,0,0,0,0,0
388,5450.04,N 12 St & Bedford Ave,40.72079821,-73.95484712,0,0,0,0,0,0,1,0,0,0,0,0
389,6345.08,E 39 St & 2 Ave,40.74803319428767,-73.973827958107,0,0,0,0,0,0,1,1,0,0,0,0
390,6022.04,E 16 St & 5 Ave,40.73767578333333,-74.05254506666667,0,0,0,0,0,0,2,0,0,0,0,0
391,5539.06,Laight St & Hudson St,40.72185379,-74.00771779,0,0,0,0,0,0,1,1,0,0,0,0
392,6280.12,E 32 St & Park Ave,40.7457121,-73.98194829,0,0,0,0,0,0,1,1,0,0,0,0
393,7052.01,W 63 St & Broadway,40.77163851,-73.98261428,0,0,0,0,0,0,2,0,0,0,0,0
394,6224.05,W 20 St & 8 Ave,40.726639867,-74.029737234,0,0,0,0,0,0,1,0,0,0,0,0
395,4677.06,Montague St & Clinton St,40.6942715,-73.9923272,0,0,0,0,0,0,1,0,0,0,0,0
396,5779.10,E 14 St & 1 Ave,40.73139303364151,-73.98286700248718,0,0,0,0,0,0,1,0,1,0,0,0
397,5445.07,Stanton St & Norfolk St,40.720747,-73.986274,0,0,0,0,0,0,1,0,0,0,0,0
398,7365.13,E 95 St & 3 Ave,40.7849032,-73.950503,0,0,0,0,0,0,1,0,0,2,0,0
399,6824.07,W 47 St & 10 Ave,40.76269882,-73.99301222,0,0,0,0,0,0,1,0,0,0,0,1
400,8601.04,Grand Concourse & E 192 St,40.86448,-73.89522,0,0,0,0,0,0,1,0,0,0,0,0
401,6740.01,W 52 St & 6 Ave,40.76132983124814,-73.97982001304626,0,0,0,0,0,0,1,0,0,0,0,0
402,8563.06,Nagle Ave & Thayer St,40.861382,-73.925591,0,0,0,0,0,0,1,0,0,0,0,0
403,6611.07,Hudson Blvd W & W 36 St,40.75676475086503,-73.99971440439913,0,0,0,0,0,0,3,0,0,0,0,1
404,5659.11,E 11 St & Avenue B,40.72746420692392,-73.97950418293476,0,0,0,0,0,0,1,0,0,0,0,0
405,6889.12,E 72 St & York Ave,40.738623833333335,-74.02162763333334,0,0,0,0,0,0,1,0,0,0,0,0
406,6756.01,W 43 St & 10 Ave,40.76009437,-73.99461843,0,0,0,0,0,0,2,0,0,0,0,0
407,HB609,River St & 1 St,40.73721535335381,-74.02886540972803,0,0,0,0,0,0,0,1175,1875,2310,2978,2432
408,4637.07,Johnson St & Brooklyn Bridge Blvd,40.695,-73.98917,0,0,0,0,0,0,0,1,0,0,0,0
409,6896.16,E 68 St & 3 Ave,40.76712840349542,-73.96224617958069,0,0,0,0,0,0,0,2,2,0,1,0
410,6691.11,E 56 St & 3 Ave,40.75934501,-73.96759673,0,0,0,0,0,0,0,1,0,1,0,0
411,7619.05,W 107 St & Columbus Ave,40.7997568,-73.9621128676,0,0,0,0,0,0,0,1,0,0,0,0
412,6847.05,7 Ave & W 55 St,40.7652956,-74.01260011666666,0,0,0,0,0,0,0,1,0,0,0,0
413,5419.04,N 5 St & Wythe Ave,40.718389,-73.961501,0,0,0,0,0,0,0,2,0,0,0,0
414,6884.03,W 56 St & 8 Ave,40.765959181657976,-73.98313522338867,0,0,0,0,0,0,0,2,1,4,2,0
415,3893.03,Eastern Pkwy & Schenectady Ave,40.66876,-73.93376,0,0,0,0,0,0,0,1,0,0,0,0
416,6039.06,Washington St & Gansevoort St,40.739323,-74.008119,0,0,0,0,0,0,0,1,3,0,0,2
417,6602.05,W 42 St & 8 Ave,40.7575699,-73.99098507,0,0,0,0,0,0,0,1,0,0,0,0
418,5929.01,E 23 St & 1 Ave,40.736502,-73.97809472,0,0,0,0,0,0,0,1,0,0,0,0
419,7382.04,W 84 St & Columbus Ave,40.78499979,-73.97283406,0,0,0,0,0,0,0,2,0,0,0,0
420,5687.04,MacDougal St & Prince St,40.72710258,-74.00297088,0,0,0,0,0,0,0,1,0,1,0,0
421,6266.06,9 Ave & W 22 St,40.69967915,-74.0334966,0,0,0,0,0,0,0,1,0,0,0,0
422,5422.04,Howard St & Lafayette St,40.71910537,-73.99973337,0,0,0,0,0,0,0,1,0,0,0,0
423,6809.09,W 55 St & 6 Ave,40.7322901,-74.03300593333333,0,0,0,0,0,0,0,2,1,0,0,0
424,3911.05,Eastern Pkwy & Nostrand Ave,40.66967,-73.9503,0,0,0,0,0,0,0,1,0,0,0,0
425,6526.01,W 35 St & 8 Ave,40.752762088742045,-73.99280458705107,0,0,0,0,0,0,0,1,0,0,0,0
426,3914.02,7 St & 5 Ave,40.6704922,-73.98541675,0,0,0,0,0,0,0,1,0,0,0,2
427,4510.04,Greene Ave & Throop Ave,40.735759433333335,-74.05280078333334,0,0,0,0,0,0,0,2,0,0,0,0
428,5788.13,Lafayette St & E 8 St,40.73020660529954,-73.99102628231049,0,0,0,0,0,0,0,1,0,0,0,0
429,6115.09,W 15 St & 10 Ave,40.74275382865903,-74.00747358798981,0,0,0,0,0,0,0,1,0,0,1,0
430,4483.10,Broadway & Madison St,40.735759433333335,-74.05280078333334,0,0,0,0,0,0,0,2,0,0,0,0
431,4713.01,Central Ave & Himrod St,40.69676,-73.92302,0,0,0,0,0,0,0,1,0,0,0,0
432,5569.07,West Broadway & Watts St,40.72323,-74.00314,0,0,0,0,0,0,0,2,0,0,1,0
433,6498.09,E 47 St & 1 Ave,40.7632512,-74.05501823333333,0,0,0,0,0,0,0,1,1,0,0,0
434,6064.08,W 18 St & 6 Ave,40.781792716666665,-74.0140628,0,0,0,0,0,0,0,1,0,0,0,0
435,6569.07,W 36 St & 9 Ave,40.75462324029105,-73.99516761302948,0,0,0,0,0,0,0,1,0,1,0,0
436,5178.06,Graham Ave & Grand St,40.77737846666667,-74.06476461666666,0,0,0,0,0,0,0,2,0,0,0,0
437,5018.06,Knickerbocker Ave & Thames St,40.70539,-73.92976,0,0,0,0,0,0,0,1,0,0,0,0
438,5326.06,Stanton St & Mangin St,40.71782143,-73.97628939,0,0,0,0,0,0,0,1,0,0,0,0
439,5134.09,Broadway & Kent Ave,40.735759433333335,-74.05280078333334,0,0,0,0,0,0,0,2,0,0,0,0
440,8353.02,Amsterdam Ave & W 180 St,40.847396,-73.931205,0,0,0,0,0,0,0,1,0,0,0,0
441,6981.16,37 St & 24 Ave,40.7701477,-73.9120938,0,0,0,0,0,0,0,1,0,0,0,0
442,7502.01,W 92 St & Broadway,40.7921,-73.9739,0,0,0,0,0,0,0,2,0,1,0,0
443,7484.05,W 87 St & West End Ave,40.789622,-73.97757,0,0,0,0,0,0,0,1,0,0,0,0
444,7059.08,West End Ave & W 60 St,40.77237,-73.99005,0,0,0,0,0,0,0,2,2,1,0,1
445,4614.04,Atlantic Ave & Furman St,40.69165183,-73.9999786,0,0,0,0,0,0,0,1,1,0,0,0
446,5746.02,E 10 St & 2 Ave,40.72970805644994,-73.9865979552269,0,0,0,0,0,0,0,1,1,0,0,0
447,7453.01,Central Park W & W 91 St,40.78866499127884,-73.96680057048798,0,0,0,0,0,0,0,1,0,2,0,0
448,4263.12,Fulton St & Irving Pl,40.68186,-73.959432,0,0,0,0,0,0,0,1,0,1,0,0
449,7631.23,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,0,0,0,0,0,0,0,1,0,0,0,0
450,6398.06,W 37 St & 5 Ave,40.75038009,-73.98338988,0,0,0,0,0,0,0,1,0,0,0,1
451,5489.03,Kent Ave & N 7 St,40.72036775298455,-73.96165072917938,0,0,0,0,0,0,0,1,0,0,0,0
452,6575.03,E 51 St & 2 Ave,40.755293,-73.967641,0,0,0,0,0,0,0,1,0,1,1,0
453,5626.15,1 Ave & E 6 St,40.72633085971696,-73.98616880178452,0,0,0,0,0,0,0,1,0,0,0,0
454,6498.10,E 47 St & 2 Ave,40.75323098,-73.97032517,0,0,0,0,0,0,0,1,0,0,0,3
455,6511.03,50 St & Northern Blvd,40.76257705,-74.05248243333334,0,0,0,0,0,0,0,1,0,0,0,0
456,6718.02,77 St & 31 Ave,40.75886,-73.89081,0,0,0,0,0,0,0,3,0,0,0,0
457,5270.05,Pike St & E Broadway,40.71406667,-73.99293911,0,0,0,0,0,0,0,1,0,0,0,0
458,8123.02,Broadway & W 155 St,40.83299,-73.94592,0,0,0,0,0,0,0,1,0,0,0,0
459,7020.02,E 77 St & 1 Ave,40.77095553869235,-73.95356208096926,0,0,0,0,0,0,0,0,1,0,0,0
460,3710.07,Lefferts Ave & Schenectady Ave,40.73626731666667,-74.02900373333334,0,0,0,0,0,0,0,0,2,0,0,0
461,4190.06,Grand Ave & Bergen St,40.678045,-73.962408,0,0,0,0,0,0,0,0,1,0,0,0
462,8795.01,Jerome Ave & E Mosholu Parkway S,40.7350155,-74.02758883333334,0,0,0,0,0,0,0,0,1,0,0,0
463,7204.08,E 89 St & York Ave,40.7779453,-73.946041,0,0,0,0,0,0,0,0,2,0,0,0
464,5971.09,E 22 St & 2 Ave,40.73716919369882,-73.98122549057007,0,0,0,0,0,0,0,0,2,0,1,0
465,5279.03,Centre St & Worth St,40.73626731666667,-74.02900373333334,0,0,0,0,0,0,0,0,2,0,0,0
466,4756.04,Brooklyn Bridge Park - Pier 2,40.698458,-73.997178,0,0,0,0,0,0,0,0,4,0,0,0
467,5805.07,7 Ave S & Bleecker St,40.73213896287381,-74.00363802909851,0,0,0,0,0,0,0,0,1,0,0,0
468,5137.13,Spruce St & Gold St,40.7103231,-74.0043228,0,0,0,0,0,0,0,0,1,0,0,0
469,5575.08,Avenue D & E 12 St,40.72580614,-73.97422494,0,0,0,0,0,0,0,0,1,0,0,0
470,7286.01,E 91 St & 2 Ave,40.78115276427916,-73.94963040947914,0,0,0,0,0,0,0,0,2,0,0,0
471,6890.01,W 53 St & 10 Ave,40.76669671,-73.99061728,0,0,0,0,0,0,0,0,1,0,0,0
472,5137.11,Fulton St & William St,40.70960089363537,-74.00655090808868,0,0,0,0,0,0,0,0,1,0,0,1
473,5235.05,S 3 St & Bedford Ave,40.71260486,-73.96264403,0,0,0,0,0,0,0,0,2,0,0,0
474,7741.01,Morningside Ave & W 123 St,40.8066187,-74.00907335,0,0,0,0,0,0,0,0,1,0,0,0
475,7713.11,W 116 St & Broadway,40.8082,-73.9641,0,0,0,0,0,0,0,0,1,1,0,0
476,6608.09,E 54 St & 1 Ave,40.756265,-73.964179,0,0,0,0,0,0,0,0,1,0,0,0
477,6432.10,E 41 St & Madison Ave (SE corner),40.752049,-73.979635,0,0,0,0,0,0,0,0,1,5,4,3
478,6079.03,1 Ave & E 30 St,40.74144387,-73.97536082,0,0,0,0,0,0,0,0,1,0,0,0
479,3803.05,6 Ave & 12 St,40.6663181,-73.9854617,0,0,0,0,0,0,0,0,1,0,0,0
480,4637.06,Fulton St & Adams St,40.69241829257847,-73.98949474096298,0,0,0,0,0,0,0,0,2,0,1,2
481,5453.01,Rivington St & Chrystie St,40.72110063,-73.9919254,0,0,0,0,0,0,0,0,1,0,0,0
482,6953.08,E 74 St & 1 Ave,40.7689738,-73.95482273,0,0,0,0,0,0,0,0,2,0,0,0
483,4455.10,Congress St & Clinton St,40.68825516598005,-73.99545192718506,0,0,0,0,0,0,0,0,1,0,0,0
484,5721.07,Thompson St & Bleecker St,40.72840059450829,-73.99968780577183,0,0,0,0,0,0,0,0,1,0,0,0
485,5382.06,Grand St & Elizabeth St,40.718822,-73.99596,0,0,0,0,0,0,0,0,1,0,0,0
486,4089.01,Bergen St & Kingston Ave,40.73626731666667,-74.02900373333334,0,0,0,0,0,0,0,0,2,0,0,0
487,6814.01,Motorgate,40.7639089,-73.9477213,0,0,0,0,0,0,0,0,1,0,0,0
488,HB610,Adams St & 12 St,40.751889392240685,-74.03329162748534,0,0,0,0,0,0,0,0,433,813,741,678
489,6626.01,E 48 St & 5 Ave,40.773169933333335,-74.03184376666667,0,0,0,0,0,0,0,0,1,1,0,0
490,4039.04,St Marks Ave & Rochester Ave,40.67404,-73.92772,0,0,0,0,0,0,0,0,1,0,0,0
